Apc	18	behavior | cellular | craniofacial | digestive/alimentary | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | integument | mortality/aging | neoplasm | pigmentation | skeleton | vision/eye
Apoe	7	adipose | behavior | cardiovascular | cellular | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | integument | liver/biliary | mortality/aging | muscle | nervous system | renal/urinary | respiratory | skeleton | taste/olfaction | vision/eye
Aqp4	18	behavior | hearing/vestibular/ear | homeostasis | mortality/aging | nervous system | renal/urinary | vision/eye
Arhgap29	3	craniofacial | digestive/alimentary | growth/size/body | hearing/vestibular/ear | mortality/aging
Arid1a	4	cardiovascular | cellular | craniofacial | embryo | growth/size/body | hearing/vestibular/ear | mortality/aging | nervous system | skeleton | vision/eye
Arsa	15	behavior | hearing/vestibular/ear | hematopoietic | homeostasis | immune | nervous system
Arsb	13	adipose | behavior | cellular | craniofacial | growth/size/body | hearing/vestibular/ear | limbs/digits/tail | muscle | nervous system | reproductive | skeleton | vision/eye
Asic2	11	cardiovascular | hearing/vestibular/ear | muscle | nervous system
Asic3	5	behavior | hearing/vestibular/ear | homeostasis | integument | nervous system
Aspa	11	behavior | hearing/vestibular/ear | nervous system
Aspm	1	adipose | hearing/vestibular/ear | hematopoietic | homeostasis | immune
Aspn	13	hearing/vestibular/ear | vision/eye
Atad2b	12	behavior | hearing/vestibular/ear | homeostasis | limbs/digits/tail | renal/urinary | skeleton
Atf2	2	behavior | growth/size/body | hearing/vestibular/ear | immune | limbs/digits/tail | mortality/aging | nervous system | respiratory | skeleton | vision/eye
Atg4b	1	behavior | cellular | hearing/vestibular/ear | homeostasis
Atg5	10	behavior | cardiovascular | cellular | endocrine/exocrine | hearing/vestibular/ear | hematopoietic | homeostasis | immune | liver/biliary | mortality/aging | nervous system
Atoh1	6	digestive/alimentary | endocrine/exocrine | hearing/vestibular/ear | homeostasis | mortality/aging | nervous system | respiratory
Atp2b2	6	behavior | hearing/vestibular/ear | nervous system
Atp6v0a4	6	behavior | growth/size/body | hearing/vestibular/ear | homeostasis | mortality/aging | renal/urinary | skeleton | taste/olfaction
Atp6v1b1	6	behavior | hearing/vestibular/ear | homeostasis | nervous system | renal/urinary | skeleton
Atp8a2	14	behavior | growth/size/body | hearing/vestibular/ear | homeostasis | mortality/aging | nervous system | vision/eye
Atp8b1	18	adipose | behavior | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | limbs/digits/tail | renal/urinary | reproductive | skeleton | vision/eye
Avpi1	19	hearing/vestibular/ear | hematopoietic | homeostasis
Axin1	17	behavior | cellular | craniofacial | digestive/alimentary | hearing/vestibular/ear | limbs/digits/tail | renal/urinary | skeleton
b2b2153.2Clo	UN	cardiovascular | craniofacial | digestive/alimentary | growth/size/body | hearing/vestibular/ear | limbs/digits/tail | skeleton | vision/eye
b2b2153Clo	UN	cardiovascular | craniofacial | digestive/alimentary | growth/size/body | hearing/vestibular/ear | limbs/digits/tail | skeleton | vision/eye
b2b2696.2Clo	UN	cardiovascular | craniofacial | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | immune | renal/urinary | skeleton | vision/eye
b2b2738Clo	UN	cardiovascular | craniofacial | growth/size/body | hearing/vestibular/ear | limbs/digits/tail | nervous system | renal/urinary | skeleton | vision/eye
b2b2815Clo	UN	cardiovascular | craniofacial | digestive/alimentary | growth/size/body | hearing/vestibular/ear | renal/urinary | skeleton | vision/eye
b2b2966Clo	UN	cardiovascular | craniofacial | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | immune | limbs/digits/tail | nervous system | renal/urinary | respiratory | vision/eye
Baiap2l2	15	behavior | hearing/vestibular/ear
Bak1	17	hematopoietic | homeostasis
Barhl1	2	behavior | hearing/vestibular/ear | nervous system
Bax	7	cellular | endocrine/exocrine | growth/size/body | hematopoietic | immune | nervous system | reproductive
Bbn	UN	behavior | hearing/vestibular/ear
Bbs1	19	cellular | craniofacial | growth/size/body | hearing/vestibular/ear | mortality/aging | nervous system | respiratory | taste/olfaction | vision/eye
Bbs4	9	adipose | behavior | cardiovascular | cellular | craniofacial | embryo | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | liver/biliary | mortality/aging | nervous system | pigmentation | renal/urinary | reproductive | respiratory | taste/olfaction | vision/eye
Bcl2	1	cardiovascular | cellular | craniofacial | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | immune | integument | mortality/aging | pigmentation | renal/urinary
Bcr	10	digestive/alimentary | growth/size/body | hematopoietic | homeostasis | immune | liver/biliary | renal/urinary
bdd	2	growth/size/body | hearing/vestibular/ear | skeleton | vision/eye
Bdnf	2	behavior | craniofacial | digestive/alimentary | growth/size/body | hearing/vestibular/ear | mortality/aging | nervous system | taste/olfaction
Bhlhe22	3	
Bloc1s3	7	behavior | cellular | craniofacial | growth/size/body | hearing/vestibular/ear | hematopoietic | immune | integument | limbs/digits/tail | pigmentation | vision/eye
Bloc1s5	13	behavior | cellular | hearing/vestibular/ear | hematopoietic | homeostasis | integument | pigmentation | renal/urinary | vision/eye
Bloc1s6	2	behavior | cellular | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | integument | mortality/aging | nervous system | pigmentation | renal/urinary | respiratory | vision/eye
Blvrb	7	hearing/vestibular/ear | homeostasis
Bmp2	2	cardiovascular | cellular | hearing/vestibular/ear | hematopoietic | immune | limbs/digits/tail | skeleton
Bmp4	14	behavior | cardiovascular | craniofacial | embryo | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | limbs/digits/tail | mortality/aging | nervous system | renal/urinary | reproductive | skeleton | vision/eye
Bmp5	9	craniofacial | growth/size/body | hearing/vestibular/ear
Bmp7	2	craniofacial | digestive/alimentary | embryo | growth/size/body | hearing/vestibular/ear | integument | limbs/digits/tail | mortality/aging | nervous system | pigmentation | renal/urinary | respiratory | skeleton | vision/eye
Bmper	9	craniofacial | hearing/vestibular/ear | limbs/digits/tail | mortality/aging | nervous system | respiratory | skeleton | vision/eye
Bmpr1a	14	behavior | cardiovascular | cellular | craniofacial | digestive/alimentary | embryo | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | integument | limbs/digits/tail | mortality/aging | muscle | nervous system | reproductive | respiratory | skeleton
Bod1	11	cardiovascular | growth/size/body | hearing/vestibular/ear | mortality/aging
bona	UN	behavior | hearing/vestibular/ear
Bpifa1	2	hearing/vestibular/ear | immune | respiratory
Brap	5	cardiovascular | embryo | growth/size/body | hearing/vestibular/ear | homeostasis | mortality/aging
Brd2	17	cardiovascular | craniofacial | embryo | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | integument | liver/biliary | mortality/aging | muscle | nervous system | renal/urinary | respiratory | skeleton | vision/eye
bro	UN	behavior | hearing/vestibular/ear
Bsn	9	hearing/vestibular/ear | nervous system
Bsnd	4	behavior | hearing/vestibular/ear | homeostasis | mortality/aging | nervous system
Bzw1	1	behavior | hearing/vestibular/ear | reproductive | vision/eye
Cabp2	19	hearing/vestibular/ear | nervous system
Cacna1d	14	hearing/vestibular/ear | nervous system
Cacna2d1	5	behavior | hearing/vestibular/ear | homeostasis
Cacng2	15	behavior | cellular | growth/size/body | hearing/vestibular/ear | nervous system | reproductive
Cad	5	hearing/vestibular/ear | mortality/aging | nervous system
Cal7	15	craniofacial | growth/size/body | hearing/vestibular/ear | integument | limbs/digits/tail | pigmentation | vision/eye
Calb1	4	behavior | hearing/vestibular/ear | nervous system
Calca	7	cardiovascular | hearing/vestibular/ear | nervous system
Camsap3	8	adipose | behavior | cardiovascular | embryo | growth/size/body | hearing/vestibular/ear | hematopoietic | immune | liver/biliary | mortality/aging | nervous system | reproductive | skeleton | vision/eye
Capzb	4	behavior | hearing/vestibular/ear
Car8	4	behavior | hearing/vestibular/ear | nervous system
Casp3	8	behavior | craniofacial | hearing/vestibular/ear | nervous system | skeleton
Cbl	9	adipose | behavior | cellular | craniofacial | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | integument | limbs/digits/tail | liver/biliary | mortality/aging | muscle | pigmentation
Cby1	15	adipose | cellular | growth/size/body | hearing/vestibular/ear | hematopoietic | immune | integument | mortality/aging | reproductive | respiratory
Cc2d2a	5	behavior | cardiovascular | cellular | embryo | growth/size/body | hearing/vestibular/ear | integument | limbs/digits/tail | mortality/aging | nervous system | renal/urinary | respiratory | vision/eye
Ccdc92	5	behavior | hearing/vestibular/ear | mortality/aging
Ccn2	10	cardiovascular | craniofacial | embryo | growth/size/body | hearing/vestibular/ear | limbs/digits/tail | mortality/aging | skeleton | vision/eye
Ccn5	2	hearing/vestibular/ear
Cdh23	10	behavior | hearing/vestibular/ear | nervous system
Cdkn1a	17	adipose | cellular | craniofacial | digestive/alimentary | endocrine/exocrine | growth/size/body | hematopoietic | homeostasis | immune | integument | mortality/aging | neoplasm | nervous system | renal/urinary | reproductive | respiratory | skeleton
Cdkn1b	6	cellular | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | liver/biliary | mortality/aging | neoplasm | nervous system | reproductive | vision/eye
Cdkn2d	9	cellular | endocrine/exocrine | hearing/vestibular/ear | homeostasis | nervous system | reproductive
Cdo1	18	behavior | cardiovascular | craniofacial | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | homeostasis | limbs/digits/tail | mortality/aging | reproductive | respiratory | skeleton | vision/eye
Ceacam16	7	hearing/vestibular/ear
Celsr1	15	behavior | cellular | embryo | hearing/vestibular/ear | mortality/aging | nervous system | respiratory | vision/eye
Cep250	2	adipose | behavior | hearing/vestibular/ear | reproductive
Cert1	13	cardiovascular | cellular | craniofacial | embryo | growth/size/body | hearing/vestibular/ear | limbs/digits/tail | mortality/aging | muscle | nervous system | respiratory | skeleton | vision/eye
Ces1f	8	hearing/vestibular/ear | integument
chac	UN	behavior | hearing/vestibular/ear
Chchd10	10	behavior | cardiovascular | cellular | growth/size/body | hearing/vestibular/ear | homeostasis | immune | mortality/aging | muscle | nervous system | skeleton
Chd7	4	behavior | embryo | growth/size/body | hearing/vestibular/ear | mortality/aging | nervous system | reproductive | vision/eye
Chrd	16	behavior | cardiovascular | cellular | craniofacial | digestive/alimentary | embryo | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | mortality/aging | muscle | nervous system | respiratory | skeleton
Chrna9	5	hearing/vestibular/ear | nervous system
Chrna10	7	hearing/vestibular/ear | nervous system
Chrnb2	3	nervous system | vision/eye
Chrnb4	9	behavior | nervous system | renal/urinary
chtl	7	craniofacial | growth/size/body | hearing/vestibular/ear | integument | limbs/digits/tail | pigmentation | vision/eye
Chuk	19	cardiovascular | cellular | craniofacial | digestive/alimentary | embryo | growth/size/body | hearing/vestibular/ear | hematopoietic | immune | integument | limbs/digits/tail | mortality/aging | respiratory | skeleton | vision/eye
Cib2	9	hearing/vestibular/ear | nervous system
cir	9	behavior | growth/size/body | hearing/vestibular/ear | nervous system
Cisd2	3	adipose | behavior | cardiovascular | cellular | craniofacial | digestive/alimentary | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | homeostasis | integument | mortality/aging | muscle | nervous system | pigmentation | renal/urinary | respiratory | skeleton | vision/eye
Ckmt1	2	behavior | digestive/alimentary | hearing/vestibular/ear | nervous system
Cldn9	17	behavior | hearing/vestibular/ear | nervous system
Cldn11	3	behavior | cellular | endocrine/exocrine | hearing/vestibular/ear | nervous system | reproductive | vision/eye
Cldn12	5	adipose | behavior | cardiovascular | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | liver/biliary | mortality/aging | muscle | skeleton | vision/eye
Cldn14	16	hearing/vestibular/ear | nervous system
Clec3b	9	behavior | hearing/vestibular/ear
Clec16a	16	growth/size/body | hearing/vestibular/ear | limbs/digits/tail | mortality/aging | nervous system | vision/eye
Clic5	17	behavior | hearing/vestibular/ear
Clpp	17	adipose | behavior | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | skeleton
Clrn1	3	behavior | hearing/vestibular/ear | integument
Cluh	11	endocrine/exocrine | hearing/vestibular/ear | homeostasis | integument | mortality/aging | reproductive | skeleton
Cm	2	behavior | cardiovascular | growth/size/body | hearing/vestibular/ear | homeostasis | integument | mortality/aging | nervous system | vision/eye
Cmah	13	
co	11	behavior | hearing/vestibular/ear
Coch	12	hearing/vestibular/ear
Col1a1	11	embryo | hearing/vestibular/ear | integument | mortality/aging | pigmentation | skeleton
Col2a1	15	behavior | digestive/alimentary | growth/size/body | hearing/vestibular/ear | nervous system | vision/eye
Col4a2	8	cardiovascular | craniofacial | digestive/alimentary | embryo | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | integument | limbs/digits/tail | mortality/aging | muscle | neoplasm | nervous system | reproductive | respiratory | skeleton | vision/eye
Col4a3	1	cardiovascular | cellular | hearing/vestibular/ear | homeostasis | immune | mortality/aging | renal/urinary | vision/eye
Col4a4	1	digestive/alimentary | growth/size/body | hearing/vestibular/ear | homeostasis | mortality/aging | renal/urinary
Col9a1	1	cellular | hearing/vestibular/ear | homeostasis | immune | limbs/digits/tail | skeleton
Col9a2	4	behavior | hearing/vestibular/ear | limbs/digits/tail | skeleton
Col9a3	2	endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | immune | reproductive
Col11a1	3	craniofacial | digestive/alimentary | growth/size/body | hearing/vestibular/ear | immune | limbs/digits/tail | mortality/aging | nervous system | respiratory | skeleton
Col11a2	17	craniofacial | growth/size/body | hearing/vestibular/ear | skeleton
Coq4	2	embryo | hearing/vestibular/ear | homeostasis | mortality/aging
cosa	UN	behavior | hearing/vestibular/ear
Cox4i1	8	behavior | embryo | growth/size/body | hearing/vestibular/ear | integument | mortality/aging | nervous system
Cplx1	5	behavior | cellular | growth/size/body | hearing/vestibular/ear | mortality/aging | nervous system | reproductive
crf3	11	craniofacial | growth/size/body | hearing/vestibular/ear
Crkl	16	cardiovascular | craniofacial | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | immune | integument | mortality/aging | nervous system | skeleton | vision/eye
Crsl	4	behavior | craniofacial | hearing/vestibular/ear | immune | mortality/aging | nervous system | reproductive | skeleton | vision/eye
Crygn	5	hearing/vestibular/ear | nervous system
Cs	10	hearing/vestibular/ear
Csf1	3	behavior | cardiovascular | cellular | craniofacial | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | integument | limbs/digits/tail | liver/biliary | mortality/aging | muscle | nervous system | reproductive | skeleton | vision/eye
Csf1r	18	behavior | cellular | craniofacial | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | integument | limbs/digits/tail | mortality/aging | nervous system | reproductive | skeleton | taste/olfaction
Csk	9	cardiovascular | cellular | craniofacial | embryo | growth/size/body | hearing/vestibular/ear | mortality/aging | nervous system | respiratory | taste/olfaction | vision/eye
Csnk1a1	18	cellular | craniofacial | growth/size/body | hearing/vestibular/ear | integument | limbs/digits/tail | pigmentation
Csnk1g2	10	hearing/vestibular/ear | hematopoietic | vision/eye
Csnk1g3	18	adipose | behavior | craniofacial | growth/size/body | hearing/vestibular/ear | hematopoietic | skeleton
Csnk2a1	2	cardiovascular | craniofacial | embryo | growth/size/body | hearing/vestibular/ear | homeostasis | limbs/digits/tail | mortality/aging | muscle | nervous system | pigmentation | vision/eye
Cthrc1	15	
Ctnna2	6	behavior | growth/size/body | hearing/vestibular/ear | hematopoietic | nervous system | reproductive
Ctnnb1	9	behavior | cardiovascular | cellular | craniofacial | digestive/alimentary | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | integument | limbs/digits/tail | liver/biliary | mortality/aging | reproductive | skeleton | vision/eye
Ctsd	7	behavior | digestive/alimentary | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | immune | integument | mortality/aging | nervous system
Ctsl	13	behavior | craniofacial | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | immune | integument | liver/biliary | mortality/aging | skeleton | vision/eye
Cyba	8	behavior | digestive/alimentary | hearing/vestibular/ear | hematopoietic | immune | respiratory
Cyp17a1	19	adipose | behavior | cardiovascular | growth/size/body | hearing/vestibular/ear | homeostasis | reproductive | skeleton
Cyp19a1	9	adipose | behavior | cardiovascular | cellular | digestive/alimentary | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | integument | liver/biliary | muscle | nervous system | pigmentation | renal/urinary | reproductive
Cys1	12	behavior | digestive/alimentary | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | liver/biliary | mortality/aging | nervous system | renal/urinary
D6Wsu163e	6	hearing/vestibular/ear | hematopoietic | homeostasis | skeleton
Dbnl	11	behavior | cardiovascular | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis
Dchs1	7	cardiovascular | digestive/alimentary | embryo | growth/size/body | hearing/vestibular/ear | limbs/digits/tail | mortality/aging | nervous system | renal/urinary | respiratory | skeleton
Ddit3	10	adipose | behavior | growth/size/body | hematopoietic | homeostasis | immune | liver/biliary
Ddr1	17	cellular | craniofacial | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | homeostasis | integument | renal/urinary | reproductive | skeleton
Defb43	14	cardiovascular | hearing/vestibular/ear
Del(2Dlx1-Dlx2)1Jlr	2	cardiovascular | cellular | craniofacial | digestive/alimentary | growth/size/body | hearing/vestibular/ear | mortality/aging | nervous system | skeleton
Del(5D5Mit73-D5Mit351)5Jcs	5	behavior | craniofacial | digestive/alimentary | growth/size/body | hearing/vestibular/ear | limbs/digits/tail | mortality/aging | nervous system | skeleton | vision/eye
Del(5D5Mit148-Qdpr)2Jcs	5	behavior | craniofacial | growth/size/body | hearing/vestibular/ear | limbs/digits/tail | mortality/aging | nervous system | skeleton | vision/eye
Del(5D5Mit388-D5Mit351)4Jcs	5	behavior | craniofacial | growth/size/body | hearing/vestibular/ear | nervous system | respiratory | skeleton | vision/eye
Del(5Letm1-D5Mit81)3Jcs	5	behavior | craniofacial | growth/size/body | hearing/vestibular/ear | limbs/digits/tail | mortality/aging | nervous system | vision/eye
Del(6Dlx6-Dlx5)1Tlu	6	craniofacial | embryo | growth/size/body | hearing/vestibular/ear | limbs/digits/tail | mortality/aging | nervous system | respiratory | skeleton | vision/eye
Del(7Chrna7-Fan1)3Arte	7	behavior | growth/size/body | hearing/vestibular/ear | mortality/aging | nervous system
Del(7Coro1a-Spn)1Dolm	7	adipose | behavior | growth/size/body | hearing/vestibular/ear | mortality/aging | nervous system
Del(13)36H	13	
Del(MTmt-Tk-mt-Nd5)1Jiha	MT	behavior | cardiovascular | cellular | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | mortality/aging | muscle | renal/urinary | reproductive | skeleton
Dfb	4	adipose | behavior | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | nervous system | reproductive
dj	UN	craniofacial | growth/size/body | hearing/vestibular/ear | integument | limbs/digits/tail | pigmentation
Dlec1	9	hearing/vestibular/ear | reproductive | vision/eye
Dll1	17	adipose | behavior | cardiovascular | cellular | digestive/alimentary | embryo | endocrine/exocrine | growth/size/body | hematopoietic | homeostasis | immune | mortality/aging | muscle | nervous system | skeleton
Dlx1	2	cardiovascular | craniofacial | digestive/alimentary | growth/size/body | hearing/vestibular/ear | mortality/aging | nervous system | skeleton
Dlx2	2	behavior | cardiovascular | craniofacial | digestive/alimentary | growth/size/body | hearing/vestibular/ear | homeostasis | mortality/aging | muscle | nervous system | respiratory | skeleton
Dlx5/Dlx6	6	craniofacial | digestive/alimentary | embryo | growth/size/body | hearing/vestibular/ear | integument | limbs/digits/tail | mortality/aging | nervous system | respiratory | skeleton
Dlx5	6	behavior | cardiovascular | cellular | craniofacial | digestive/alimentary | embryo | growth/size/body | hearing/vestibular/ear | mortality/aging | muscle | nervous system | respiratory | skeleton | taste/olfaction
Dlx6	6	craniofacial | hearing/vestibular/ear | mortality/aging | respiratory | skeleton
Dmd	X	adipose | behavior | cardiovascular | cellular | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | homeostasis | immune | muscle | nervous system | reproductive | skeleton | vision/eye
Dnah5	15	behavior | cellular | craniofacial | growth/size/body | hearing/vestibular/ear | immune | mortality/aging | nervous system | respiratory | skeleton
Dnajc5	2	behavior | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | mortality/aging | muscle | nervous system | reproductive | vision/eye
Dnajc14	10	hearing/vestibular/ear
Dnajc17	2	hearing/vestibular/ear | mortality/aging
Dnase1	16	cardiovascular | hearing/vestibular/ear
Dnm1	2	behavior | hearing/vestibular/ear | mortality/aging | nervous system
Dnmbp	19	hearing/vestibular/ear | homeostasis | nervous system
Dock2	11	
Dok7	5	adipose | growth/size/body | hearing/vestibular/ear | mortality/aging | skeleton
Dpcd/Poll	19	behavior | cellular | craniofacial | growth/size/body | hearing/vestibular/ear | immune | mortality/aging | nervous system | reproductive | respiratory | skeleton
Dscam	16	behavior | craniofacial | growth/size/body | hearing/vestibular/ear | mortality/aging | nervous system | skeleton | vision/eye
Duox2	2	adipose | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | homeostasis | nervous system | reproductive | skeleton
Duoxa2	2	adipose | behavior | cardiovascular | craniofacial | growth/size/body | hearing/vestibular/ear | hematopoietic | immune | integument | limbs/digits/tail | mortality/aging | skeleton | vision/eye
Dusp6	10	craniofacial | growth/size/body | hearing/vestibular/ear | mortality/aging | skeleton
Dvl1	4	behavior | nervous system
Dvl2	11	cardiovascular | embryo | homeostasis | limbs/digits/tail | mortality/aging | nervous system | skeleton
Dvl3	16	cardiovascular | hearing/vestibular/ear | homeostasis | mortality/aging | nervous system | respiratory | skeleton
Dyrk1b	7	hearing/vestibular/ear | hematopoietic | immune | mortality/aging | vision/eye
E2f1	2	
E2f4	8	behavior | craniofacial | digestive/alimentary | embryo | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | integument | mortality/aging | reproductive | respiratory | skeleton | taste/olfaction
Ece1	4	cardiovascular | craniofacial | digestive/alimentary | embryo | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | integument | mortality/aging | muscle | nervous system | pigmentation | skeleton | vision/eye
Ece2	16	
Edaradd	13	craniofacial | growth/size/body | hearing/vestibular/ear | integument | respiratory
Edil3	13	cellular | craniofacial | growth/size/body | hearing/vestibular/ear | homeostasis | immune | skeleton
Edn1	13	cardiovascular | craniofacial | digestive/alimentary | embryo | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | homeostasis | mortality/aging | muscle | nervous system | skeleton
Ednra	8	behavior | craniofacial | growth/size/body | hearing/vestibular/ear | nervous system | respiratory | skeleton | vision/eye
Ednrb	14	cellular | digestive/alimentary | hearing/vestibular/ear | integument | mortality/aging | nervous system | pigmentation
Efnb1	X	cellular | craniofacial | digestive/alimentary | embryo | growth/size/body | hearing/vestibular/ear | integument | limbs/digits/tail | nervous system | skeleton
