D6Wsu163e	WTSI	http://www.mousephenotype.org/data/charts?accession=MGI:107893&allele_accession_id=MGI:5636910&zygosity=homozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=MGP_001&phenotyping_center=WTSI
Duoxa2	WTSI	http://www.mousephenotype.org/data/charts?accession=MGI:1914061&allele_accession_id=MGI:5637016&zygosity=homozygote&parameter_stable_id=IMPC_ABR_004_001&pipeline_stable_id=MGP_001&phenotyping_center=WTSI
Minar2	WTSI	http://www.mousephenotype.org/data/charts?accession=MGI:2442934&allele_accession_id=MGI:5637144&zygosity=homozygote&parameter_stable_id=IMPC_ABR_004_001&pipeline_stable_id=MGP_001&phenotyping_center=WTSI
Zfp719	WTSI	http://www.mousephenotype.org/data/charts?accession=MGI:2444708&allele_accession_id=MGI:5548829&zygosity=homozygote&parameter_stable_id=IMPC_ABR_002_001&pipeline_stable_id=MGP_001&phenotyping_center=WTSI
Gpr152	WTSI	http://www.mousephenotype.org/data/charts?accession=MGI:2685519&allele_accession_id=MGI:5548871&zygosity=homozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=MGP_001&phenotyping_center=WTSI
Camsap3	WTSI	http://www.mousephenotype.org/data/charts?accession=MGI:1916947&allele_accession_id=MGI:4431915&zygosity=homozygote&parameter_stable_id=IMPC_ABR_004_001&pipeline_stable_id=MGP_001&phenotyping_center=WTSI
Mir96	WTSI	http://www.mousephenotype.org/data/charts?accession=MGI:3619440&allele_accession_id=NULL-9BE55A8B7&zygosity=homozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=MGP_001&phenotyping_center=WTSI
Col9a3	TCP	http://www.mousephenotype.org/data/charts?accession=MGI:894686&allele_accession_id=MGI:6156598&zygosity=homozygote&parameter_stable_id=IMPC_ABR_008_001&pipeline_stable_id=TCP_001&phenotyping_center=TCP
Usp53	TCP	http://www.mousephenotype.org/data/charts?accession=MGI:2139607&allele_accession_id=MGI:6156547&zygosity=homozygote&parameter_stable_id=IMPC_ABR_008_001&pipeline_stable_id=TCP_001&phenotyping_center=TCP
Prdm5	TCP	http://www.mousephenotype.org/data/charts?accession=MGI:1918029&allele_accession_id=MGI:6156485&zygosity=homozygote&parameter_stable_id=IMPC_ABR_002_001&pipeline_stable_id=TCP_001&phenotyping_center=TCP
Mcidas	TCP	http://www.mousephenotype.org/data/charts?accession=MGI:3648807&allele_accession_id=MGI:6157333&zygosity=homozygote&parameter_stable_id=IMPC_ABR_002_001&pipeline_stable_id=TCP_001&phenotyping_center=TCP
Atp8b1	TCP	http://www.mousephenotype.org/data/charts?accession=MGI:1859665&allele_accession_id=MGI:6156424&zygosity=homozygote&parameter_stable_id=IMPC_ABR_008_001&pipeline_stable_id=TCP_001&phenotyping_center=TCP
Tmprss2	ICS	http://www.mousephenotype.org/data/charts?accession=MGI:1354381&allele_accession_id=MGI:5812917&zygosity=homozygote&parameter_stable_id=IMPC_ABR_010_001&pipeline_stable_id=ICS_001&phenotyping_center=ICS
Rap1gap2	ICS	http://www.mousephenotype.org/data/charts?accession=MGI:3028623&allele_accession_id=MGI:6120805&zygosity=homozygote&parameter_stable_id=IMPC_ABR_010_001&pipeline_stable_id=ICS_001&phenotyping_center=ICS
Ptchd1	ICS	http://www.mousephenotype.org/data/charts?accession=MGI:2685233&allele_accession_id=MGI:5763006&zygosity=hemizygote&parameter_stable_id=IMPC_ABR_010_001&pipeline_stable_id=ICS_001&phenotyping_center=ICS
Kcne1	ICS	http://www.mousephenotype.org/data/charts?accession=MGI:96673&allele_accession_id=MGI:6287371&zygosity=homozygote&parameter_stable_id=IMPC_ABR_004_001&pipeline_stable_id=ICS_001&phenotyping_center=ICS
Aak1	ICS	http://www.mousephenotype.org/data/charts?accession=MGI:1098687&allele_accession_id=MGI:5766745&zygosity=homozygote&parameter_stable_id=IMPC_ABR_006_001&pipeline_stable_id=ICS_001&phenotyping_center=ICS
Baiap2l2	ICS	http://www.mousephenotype.org/data/charts?accession=MGI:2652819&allele_accession_id=MGI:5548844&zygosity=homozygote&parameter_stable_id=IMPC_ABR_004_001&pipeline_stable_id=ICS_001&phenotyping_center=ICS
Ankrd11	ICS	http://www.mousephenotype.org/data/charts?accession=MGI:1924337&allele_accession_id=MGI:5548681&zygosity=heterozygote&parameter_stable_id=IMPC_ABR_004_001&pipeline_stable_id=ICS_001&phenotyping_center=ICS
Ildr1	WTSI	http://www.mousephenotype.org/data/charts?accession=MGI:2146574&allele_accession_id=MGI:4419159&zygosity=homozygote&parameter_stable_id=IMPC_ABR_002_001&pipeline_stable_id=MGP_001&phenotyping_center=WTSI
Ocm	WTSI	http://www.mousephenotype.org/data/charts?accession=MGI:97401&allele_accession_id=MGI:4432497&zygosity=homozygote&parameter_stable_id=IMPC_ABR_008_001&pipeline_stable_id=MGP_001&phenotyping_center=WTSI
Klhl18	WTSI	http://www.mousephenotype.org/data/charts?accession=MGI:2143315&allele_accession_id=MGI:4362936&zygosity=homozygote&parameter_stable_id=IMPC_ABR_006_001&pipeline_stable_id=MGP_001&phenotyping_center=WTSI
Ush1c	WTSI	http://www.mousephenotype.org/data/charts?accession=MGI:1919338&allele_accession_id=MGI:4363497&zygosity=homozygote&parameter_stable_id=IMPC_ABR_008_001&pipeline_stable_id=MGP_001&phenotyping_center=WTSI
Wdr45	JAX	http://www.mousephenotype.org/data/charts?accession=MGI:1859606&allele_accession_id=MGI:5779851&zygosity=homozygote&parameter_stable_id=IMPC_ABR_008_001&pipeline_stable_id=JAX_001&phenotyping_center=JAX
Wdtc1	WTSI	http://www.mousephenotype.org/data/charts?accession=MGI:2685541&allele_accession_id=MGI:4362336&zygosity=homozygote&parameter_stable_id=IMPC_ABR_010_001&pipeline_stable_id=MGP_001&phenotyping_center=WTSI
Tram2	WTSI	http://www.mousephenotype.org/data/charts?accession=MGI:1924817&allele_accession_id=MGI:4949327&zygosity=homozygote&parameter_stable_id=IMPC_ABR_008_001&pipeline_stable_id=MGP_001&phenotyping_center=WTSI
Srrm4	WTSI	http://www.mousephenotype.org/data/charts?accession=MGI:1916205&allele_accession_id=MGI:4451952&zygosity=homozygote&parameter_stable_id=IMPC_ABR_008_001&pipeline_stable_id=MGP_001&phenotyping_center=WTSI
Prmt9	JAX	http://www.mousephenotype.org/data/charts?accession=MGI:2142651&allele_accession_id=MGI:6104244&zygosity=homozygote&parameter_stable_id=IMPC_ABR_008_001&pipeline_stable_id=JAX_001&phenotyping_center=JAX
Rab10	JAX	http://www.mousephenotype.org/data/charts?accession=MGI:105066&allele_accession_id=MGI:5907845&zygosity=heterozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=JAX_001&phenotyping_center=JAX
Myo10	WTSI	http://www.mousephenotype.org/data/charts?accession=MGI:107716&allele_accession_id=MGI:4362966&zygosity=homozygote&parameter_stable_id=IMPC_ABR_002_001&pipeline_stable_id=MGP_001&phenotyping_center=WTSI
Tmco6	JAX	http://www.mousephenotype.org/data/charts?accession=MGI:1919233&allele_accession_id=MGI:5698471&zygosity=homozygote&parameter_stable_id=IMPC_ABR_010_001&pipeline_stable_id=JAX_001&phenotyping_center=JAX
Rab11fip3	JAX	http://www.mousephenotype.org/data/charts?accession=MGI:2444431&allele_accession_id=MGI:5755639&zygosity=homozygote&parameter_stable_id=IMPC_ABR_004_001&pipeline_stable_id=JAX_001&phenotyping_center=JAX
Eya4	TCP	http://www.mousephenotype.org/data/charts?accession=MGI:1337104&allele_accession_id=MGI:5548437&zygosity=heterozygote&parameter_stable_id=IMPC_ABR_010_001&pipeline_stable_id=TCP_001&phenotyping_center=TCP
Romo1	KMPC	http://www.mousephenotype.org/data/charts?accession=MGI:1914317&allele_accession_id=NULL-1D5D8D3DA&zygosity=heterozygote&parameter_stable_id=IMPC_ABR_010_001&pipeline_stable_id=IMPC_001&phenotyping_center=KMPC
Ppfia3	JAX	http://www.mousephenotype.org/data/charts?accession=MGI:1924037&allele_accession_id=MGI:6109981&zygosity=homozygote&parameter_stable_id=IMPC_ABR_008_001&pipeline_stable_id=JAX_001&phenotyping_center=JAX
Med10	JAX	http://www.mousephenotype.org/data/charts?accession=MGI:106331&allele_accession_id=MGI:5766989&zygosity=heterozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=JAX_001&phenotyping_center=JAX
Tprn	JAX	http://www.mousephenotype.org/data/charts?accession=MGI:2139535&allele_accession_id=MGI:5445918&zygosity=homozygote&parameter_stable_id=IMPC_ABR_008_001&pipeline_stable_id=JAX_001&phenotyping_center=JAX
Nedd4l	MRC Harwell	http://www.mousephenotype.org/data/charts?accession=MGI:1933754&allele_accession_id=MGI:5637104&zygosity=homozygote&parameter_stable_id=IMPC_ABR_004_001&pipeline_stable_id=HRWL_001&phenotyping_center=MRC Harwell
Mgrn1	TCP	http://www.mousephenotype.org/data/charts?accession=MGI:2447670&allele_accession_id=MGI:6156581&zygosity=homozygote&parameter_stable_id=IMPC_ABR_008_001&pipeline_stable_id=TCP_001&phenotyping_center=TCP
Dyrk1b	ICS	http://www.mousephenotype.org/data/charts?accession=MGI:1330302&allele_accession_id=MGI:5548430&zygosity=heterozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=ICS_001&phenotyping_center=ICS
Herc1	WTSI	http://www.mousephenotype.org/data/charts?accession=MGI:2384589&allele_accession_id=MGI:6153732&zygosity=homozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=MGP_001&phenotyping_center=WTSI
Setd5	WTSI	http://www.mousephenotype.org/data/charts?accession=MGI:1920145&allele_accession_id=MGI:4432631&zygosity=heterozygote&parameter_stable_id=IMPC_ABR_004_001&pipeline_stable_id=MGP_001&phenotyping_center=WTSI
Dlec1	HMGU	http://www.mousephenotype.org/data/charts?accession=MGI:2443671&allele_accession_id=MGI:5548818&zygosity=homozygote&parameter_stable_id=IMPC_ABR_002_001&pipeline_stable_id=HMGU_001&phenotyping_center=HMGU
Gm12258	ICS	http://www.mousephenotype.org/data/charts?accession=MGI:3651534&allele_accession_id=MGI:5548909&zygosity=homozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=ICS_001&phenotyping_center=ICS
Sun1	ICS	http://www.mousephenotype.org/data/charts?accession=MGI:1924303&allele_accession_id=MGI:5793071&zygosity=homozygote&parameter_stable_id=IMPC_ABR_010_001&pipeline_stable_id=ICS_001&phenotyping_center=ICS
Tent4a	CCP-IMG	http://www.mousephenotype.org/data/charts?accession=MGI:2682295&allele_accession_id=MGI:6120803&zygosity=homozygote&parameter_stable_id=IMPC_ABR_004_001&pipeline_stable_id=CCP_001&phenotyping_center=CCP-IMG
Hilpda	MARC	http://www.mousephenotype.org/data/charts?accession=MGI:1916823&allele_accession_id=NULL-CB87580A9&zygosity=homozygote&parameter_stable_id=IMPC_ABR_006_001&pipeline_stable_id=IMPC_001&phenotyping_center=MARC
Klk5	HMGU	http://www.mousephenotype.org/data/charts?accession=MGI:1915918&allele_accession_id=MGI:5604101&zygosity=homozygote&parameter_stable_id=IMPC_ABR_006_001&pipeline_stable_id=HMGU_001&phenotyping_center=HMGU
Clpp	WTSI	http://www.mousephenotype.org/data/charts?accession=MGI:1858213&allele_accession_id=MGI:4820264&zygosity=homozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=MGP_001&phenotyping_center=WTSI
Dbnl	ICS	http://www.mousephenotype.org/data/charts?accession=MGI:700006&allele_accession_id=MGI:5812932&zygosity=homozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=ICS_001&phenotyping_center=ICS
Rsad1	TCP	http://www.mousephenotype.org/data/charts?accession=MGI:3039628&allele_accession_id=MGI:5548890&zygosity=homozygote&parameter_stable_id=IMPC_ABR_006_001&pipeline_stable_id=TCP_001&phenotyping_center=TCP
Fbxo33	WTSI	http://www.mousephenotype.org/data/charts?accession=MGI:1917861&allele_accession_id=MGI:5548601&zygosity=homozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=MGP_001&phenotyping_center=WTSI
Cluh	CCP-IMG	http://www.mousephenotype.org/data/charts?accession=MGI:1921398&allele_accession_id=MGI:6147533&zygosity=heterozygote&parameter_stable_id=IMPC_ABR_002_001&pipeline_stable_id=CCP_001&phenotyping_center=CCP-IMG
Gata2	UC Davis	http://www.mousephenotype.org/data/charts?accession=MGI:95662&allele_accession_id=MGI:5605839&zygosity=heterozygote&parameter_stable_id=IMPC_ABR_006_001&pipeline_stable_id=UCD_001&phenotyping_center=UC Davis
Tmem30b	UC Davis	http://www.mousephenotype.org/data/charts?accession=MGI:2442082&allele_accession_id=MGI:5692820&zygosity=homozygote&parameter_stable_id=IMPC_ABR_006_001&pipeline_stable_id=UCD_001&phenotyping_center=UC Davis
Odf3l2	UC Davis	http://www.mousephenotype.org/data/charts?accession=MGI:2686003&allele_accession_id=MGI:5548879&zygosity=heterozygote&parameter_stable_id=IMPC_ABR_006_001&pipeline_stable_id=UCD_001&phenotyping_center=UC Davis
Clrn1	UC Davis	http://www.mousephenotype.org/data/charts?accession=MGI:2388124&allele_accession_id=MGI:5582439&zygosity=homozygote&parameter_stable_id=IMPC_ABR_006_001&pipeline_stable_id=UCD_001&phenotyping_center=UC Davis
Adgrv1	UC Davis	http://www.mousephenotype.org/data/charts?accession=MGI:1274784&allele_accession_id=MGI:5695890&zygosity=homozygote&parameter_stable_id=IMPC_ABR_006_001&pipeline_stable_id=UCD_001&phenotyping_center=UC Davis
Tox	UC Davis	http://www.mousephenotype.org/data/charts?accession=MGI:2181659&allele_accession_id=MGI:5605811&zygosity=homozygote&parameter_stable_id=IMPC_ABR_006_001&pipeline_stable_id=UCD_001&phenotyping_center=UC Davis
Tmtc4	UC Davis	http://www.mousephenotype.org/data/charts?accession=MGI:1921050&allele_accession_id=MGI:5708220&zygosity=homozygote&parameter_stable_id=IMPC_ABR_006_001&pipeline_stable_id=UCD_001&phenotyping_center=UC Davis
Zfp119a	HMGU	http://www.mousephenotype.org/data/charts?accession=MGI:1345189&allele_accession_id=MGI:5548456&zygosity=homozygote&parameter_stable_id=IMPC_ABR_010_001&pipeline_stable_id=HMGU_001&phenotyping_center=HMGU
Il10ra	ICS	http://www.mousephenotype.org/data/charts?accession=MGI:96538&allele_accession_id=MGI:5766765&zygosity=homozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=ICS_001&phenotyping_center=ICS
Gipc3	JAX	http://www.mousephenotype.org/data/charts?accession=MGI:2387006&allele_accession_id=MGI:5446012&zygosity=homozygote&parameter_stable_id=IMPC_ABR_008_001&pipeline_stable_id=JAX_001&phenotyping_center=JAX
Espnl	JAX	http://www.mousephenotype.org/data/charts?accession=MGI:2685402&allele_accession_id=MGI:5554914&zygosity=homozygote&parameter_stable_id=IMPC_ABR_008_001&pipeline_stable_id=JAX_001&phenotyping_center=JAX
Ube2g1	RBRC	http://www.mousephenotype.org/data/charts?accession=MGI:1914378&allele_accession_id=MGI:5577267&zygosity=homozygote&parameter_stable_id=IMPC_ABR_002_001&pipeline_stable_id=IMPC_001&phenotyping_center=RBRC
Nin	RBRC	http://www.mousephenotype.org/data/charts?accession=MGI:105108&allele_accession_id=MGI:5606341&zygosity=homozygote&parameter_stable_id=IMPC_ABR_002_001&pipeline_stable_id=IMPC_001&phenotyping_center=RBRC
Klhdc7b	MRC Harwell	http://www.mousephenotype.org/data/charts?accession=MGI:3648212&allele_accession_id=MGI:6285603&zygosity=homozygote&parameter_stable_id=IMPC_ABR_008_001&pipeline_stable_id=HRWL_001&phenotyping_center=MRC Harwell
Tmem51	MRC Harwell	http://www.mousephenotype.org/data/charts?accession=MGI:2384874&allele_accession_id=MGI:5792558&zygosity=homozygote&parameter_stable_id=IMPC_ABR_008_001&pipeline_stable_id=HRWL_001&phenotyping_center=MRC Harwell
Gas2l2	WTSI	http://www.mousephenotype.org/data/charts?accession=MGI:3652048&allele_accession_id=MGI:4841109&zygosity=homozygote&parameter_stable_id=IMPC_ABR_004_001&pipeline_stable_id=MGP_001&phenotyping_center=WTSI
Marveld2	MRC Harwell	http://www.mousephenotype.org/data/charts?accession=MGI:2446166&allele_accession_id=MGI:5637157&zygosity=homozygote&parameter_stable_id=IMPC_ABR_004_001&pipeline_stable_id=HRWL_001&phenotyping_center=MRC Harwell
Nptn	MRC Harwell	http://www.mousephenotype.org/data/charts?accession=MGI:108077&allele_accession_id=MGI:5548382&zygosity=homozygote&parameter_stable_id=IMPC_ABR_004_001&pipeline_stable_id=HRWL_001&phenotyping_center=MRC Harwell
Slc4a10	MRC Harwell	http://www.mousephenotype.org/data/charts?accession=MGI:2150150&allele_accession_id=MGI:5692790&zygosity=homozygote&parameter_stable_id=IMPC_ABR_004_001&pipeline_stable_id=HRWL_001&phenotyping_center=MRC Harwell
Col9a2	MRC Harwell	http://www.mousephenotype.org/data/charts?accession=MGI:88466&allele_accession_id=MGI:5692882&zygosity=homozygote&parameter_stable_id=IMPC_ABR_004_001&pipeline_stable_id=HRWL_001&phenotyping_center=MRC Harwell
Elmod1	MRC Harwell	http://www.mousephenotype.org/data/charts?accession=MGI:3583900&allele_accession_id=MGI:5548895&zygosity=homozygote&parameter_stable_id=IMPC_ABR_004_001&pipeline_stable_id=HRWL_001&phenotyping_center=MRC Harwell
Pias2	WTSI	http://www.mousephenotype.org/data/charts?accession=MGI:1096566&allele_accession_id=MGI:4419892&zygosity=homozygote&parameter_stable_id=IMPC_ABR_006_001&pipeline_stable_id=MGP_001&phenotyping_center=WTSI
Igsf9b	JAX	http://www.mousephenotype.org/data/charts?accession=MGI:2685354&allele_accession_id=MGI:6107617&zygosity=homozygote&parameter_stable_id=IMPC_ABR_006_001&pipeline_stable_id=JAX_001&phenotyping_center=JAX
Adgrb1	WTSI	http://www.mousephenotype.org/data/charts?accession=MGI:1933736&allele_accession_id=MGI:5006776&zygosity=homozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=MGP_001&phenotyping_center=WTSI
Gga1	UC Davis	http://www.mousephenotype.org/data/charts?accession=MGI:2146207&allele_accession_id=MGI:5695948&zygosity=homozygote&parameter_stable_id=IMPC_ABR_008_001&pipeline_stable_id=UCD_001&phenotyping_center=UC Davis
Dnase1	UC Davis	http://www.mousephenotype.org/data/charts?accession=MGI:103157&allele_accession_id=MGI:5620311&zygosity=homozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=UCD_001&phenotyping_center=UC Davis
Plin4	UC Davis	http://www.mousephenotype.org/data/charts?accession=MGI:1929709&allele_accession_id=NULL-CC94F9BED&zygosity=homozygote&parameter_stable_id=IMPC_ABR_008_001&pipeline_stable_id=UCD_001&phenotyping_center=UC Davis
Ahsg	UC Davis	http://www.mousephenotype.org/data/charts?accession=MGI:107189&allele_accession_id=MGI:5548370&zygosity=homozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=UCD_001&phenotyping_center=UC Davis
Epn3	UC Davis	http://www.mousephenotype.org/data/charts?accession=MGI:1919139&allele_accession_id=MGI:5548611&zygosity=homozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=UCD_001&phenotyping_center=UC Davis
Il1r2	UC Davis	http://www.mousephenotype.org/data/charts?accession=MGI:96546&allele_accession_id=MGI:5695974&zygosity=homozygote&parameter_stable_id=IMPC_ABR_004_001&pipeline_stable_id=UCD_001&phenotyping_center=UC Davis
Aldoc	UC Davis	http://www.mousephenotype.org/data/charts?accession=MGI:101863&allele_accession_id=MGI:5548322&zygosity=homozygote&parameter_stable_id=IMPC_ABR_004_001&pipeline_stable_id=UCD_001&phenotyping_center=UC Davis
Ccdc88c	UC Davis	http://www.mousephenotype.org/data/charts?accession=MGI:1915589&allele_accession_id=NULL-387FB49D6&zygosity=homozygote&parameter_stable_id=IMPC_ABR_008_001&pipeline_stable_id=UCD_001&phenotyping_center=UC Davis
Elmo3	UC Davis	http://www.mousephenotype.org/data/charts?accession=MGI:2679007&allele_accession_id=MGI:5548855&zygosity=homozygote&parameter_stable_id=IMPC_ABR_004_001&pipeline_stable_id=UCD_001&phenotyping_center=UC Davis
Plcb4	UC Davis	http://www.mousephenotype.org/data/charts?accession=MGI:107464&allele_accession_id=MGI:5630063&zygosity=homozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=UCD_001&phenotyping_center=UC Davis
Med28	UC Davis	http://www.mousephenotype.org/data/charts?accession=MGI:1914249&allele_accession_id=MGI:5548528&zygosity=heterozygote&parameter_stable_id=IMPC_ABR_004_001&pipeline_stable_id=UCD_001&phenotyping_center=UC Davis
Adamts15	UC Davis	http://www.mousephenotype.org/data/charts?accession=MGI:2449569&allele_accession_id=MGI:5569072&zygosity=homozygote&parameter_stable_id=IMPC_ABR_008_001&pipeline_stable_id=UCD_001&phenotyping_center=UC Davis
Slc17a8	UC Davis	http://www.mousephenotype.org/data/charts?accession=MGI:3039629&allele_accession_id=MGI:6277038&zygosity=homozygote&parameter_stable_id=IMPC_ABR_004_001&pipeline_stable_id=UCD_001&phenotyping_center=UC Davis
Skida1	TCP	http://www.mousephenotype.org/data/charts?accession=MGI:1919918&allele_accession_id=MGI:5548624&zygosity=heterozygote&parameter_stable_id=IMPC_ABR_010_001&pipeline_stable_id=TCP_001&phenotyping_center=TCP
Gorasp1	ICS	http://www.mousephenotype.org/data/charts?accession=MGI:1921748&allele_accession_id=MGI:5766756&zygosity=heterozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=ICS_001&phenotyping_center=ICS
Dnajc17	HMGU	http://www.mousephenotype.org/data/charts?accession=MGI:1916658&allele_accession_id=MGI:5548585&zygosity=heterozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=HMGU_001&phenotyping_center=HMGU
Acsl4	WTSI	http://www.mousephenotype.org/data/charts?accession=MGI:1354713&allele_accession_id=MGI:4431605&zygosity=homozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=MGP_001&phenotyping_center=WTSI
Usp30	MARC	http://www.mousephenotype.org/data/charts?accession=MGI:2140991&allele_accession_id=NULL-4284AABB3&zygosity=homozygote&parameter_stable_id=IMPC_ABR_002_001&pipeline_stable_id=IMPC_001&phenotyping_center=MARC
Blvrb	MARC	http://www.mousephenotype.org/data/charts?accession=MGI:2385271&allele_accession_id=MGI:4419545&zygosity=homozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=IMPC_001&phenotyping_center=MARC
Myo6	TCP	http://www.mousephenotype.org/data/charts?accession=MGI:104785&allele_accession_id=MGI:6257724&zygosity=homozygote&parameter_stable_id=IMPC_ABR_008_001&pipeline_stable_id=TCP_001&phenotyping_center=TCP
Ap4e1	KMPC	http://www.mousephenotype.org/data/charts?accession=MGI:1336993&allele_accession_id=MGI:5548434&zygosity=homozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=IMPC_001&phenotyping_center=KMPC
Tssk4	JAX	http://www.mousephenotype.org/data/charts?accession=MGI:1918349&allele_accession_id=MGI:5907824&zygosity=homozygote&parameter_stable_id=IMPC_ABR_006_001&pipeline_stable_id=JAX_001&phenotyping_center=JAX
Frs2	MRC Harwell	http://www.mousephenotype.org/data/charts?accession=MGI:1100860&allele_accession_id=MGI:5548401&zygosity=heterozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=HRWL_001&phenotyping_center=MRC Harwell
Gtpbp2	TCP	http://www.mousephenotype.org/data/charts?accession=MGI:1860138&allele_accession_id=MGI:5548500&zygosity=homozygote&parameter_stable_id=IMPC_ABR_004_001&pipeline_stable_id=TCP_001&phenotyping_center=TCP
Hoxa2	HMGU	http://www.mousephenotype.org/data/charts?accession=MGI:96174&allele_accession_id=MGI:5613670&zygosity=heterozygote&parameter_stable_id=IMPC_ABR_002_001&pipeline_stable_id=HMGU_001&phenotyping_center=HMGU
Aspn	HMGU	http://www.mousephenotype.org/data/charts?accession=MGI:1913945&allele_accession_id=MGI:5548526&zygosity=homozygote&parameter_stable_id=IMPC_ABR_004_001&pipeline_stable_id=HMGU_001&phenotyping_center=HMGU
Avpi1	HMGU	http://www.mousephenotype.org/data/charts?accession=MGI:1916784&allele_accession_id=MGI:5548586&zygosity=homozygote&parameter_stable_id=IMPC_ABR_002_001&pipeline_stable_id=HMGU_001&phenotyping_center=HMGU
Ces1f	MARC	http://www.mousephenotype.org/data/charts?accession=MGI:2142687&allele_accession_id=MGI:5752553&zygosity=homozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=IMPC_001&phenotyping_center=MARC
Lsm14a	MARC	http://www.mousephenotype.org/data/charts?accession=MGI:1914320&allele_accession_id=MGI:5548532&zygosity=heterozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=IMPC_001&phenotyping_center=MARC
Zdhhc11	JAX	http://www.mousephenotype.org/data/charts?accession=MGI:1918414&allele_accession_id=MGI:5445927&zygosity=homozygote&parameter_stable_id=IMPC_ABR_004_001&pipeline_stable_id=JAX_001&phenotyping_center=JAX
Iqgap2	JAX	http://www.mousephenotype.org/data/charts?accession=MGI:2449975&allele_accession_id=MGI:5558039&zygosity=homozygote&parameter_stable_id=IMPC_ABR_012_001&pipeline_stable_id=JAX_001&phenotyping_center=JAX
Ust	JAX	http://www.mousephenotype.org/data/charts?accession=MGI:2442406&allele_accession_id=MGI:5749738&zygosity=heterozygote&parameter_stable_id=IMPC_ABR_008_001&pipeline_stable_id=JAX_001&phenotyping_center=JAX
